refArea,Potable water source - water point,State of the water network - good,State of the water network - acceptable,Potable water source - gallons purchase,Potable water source - artesian well,Total number of permanent water springs,State of the water network - bad,Observation URI,references,Potable water source - public network,publisher,Potable water source - other,Town,Total number of seasonal water springs,dataset,Total number of seasonal water points
https://dbpedia.org/page/Akkar_Governorate,1,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Machha,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Machha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,7
https://dbpedia.org/page/South_Governorate,1,1,0,0,0,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Machmoucheh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Machmoucheh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Machta+Hammoud,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Machta Hammoud,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Machta+Hassan,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Machta Hassan,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maghdoucheh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maghdoucheh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Magher+wbala,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Magher wbala,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mahrouna,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mahrouna,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdala,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdala,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdaloun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Majdaloun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdalouna,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Majdalouna,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zahl̩_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+Aanjar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel Aanjar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,1,0,0,1,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+Baana,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel Baana,7,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Beqaa_Governorate,0,1,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+Balhis,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel Balhis,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
http://dbpedia.org/resource/Byblos_District,1,0,1,0,0,9,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+El-Aqoura,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel El-Aqoura,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+El-Meouch,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel El-Meouch,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+Selm,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel Selm,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+el-Koura,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdel el-Koura,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdel+tarchich,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Majdel tarchich,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdelyoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Majdelyoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Majdelzoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Majdelzoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maknounet+Jezzine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Maknounet Jezzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zahl̩_District,1,0,0,1,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Makseh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Makseh,6,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
http://dbpedia.org/resource/Tyre_District,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Malkiyah+Village,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Malkiyah Village,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mansoura,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mansoura,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mansoura+,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mansoura ,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mansouri,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mansouri,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mansouriyet+Bhamdoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mansouriyet Bhamdoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maqneh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maqneh,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mar+Boutros+Karm+Et-Tine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mar Boutros Karm Et-Tine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mar+Chaaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mar Chaaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mar+Mama,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mar Mama,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mar+Moussa+Ed-Douar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mar Moussa Ed-Douar,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Marj+Barja,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Marj Barja,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,1,0,0,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Marj+Ez-Zouhour+%28Haouch+El-Qinnaabeh%29,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Marj Ez-Zouhour (Haouch El-Qinnaabeh),3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Marjaba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Marjaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Marjeyoun_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Markaba,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Markaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maroun+Er-Ras,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maroun Er-Ras,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zahl̩_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Massa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Massa,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Massaaoudiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Massaaoudiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mayasseh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mayasseh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Maydoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Maydoun,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mayfadoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mayfadoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mayfouq,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mayfouq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,1,0,0,0,150,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mayrouba,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mayrouba,40,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,1,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazareaa+Jabal+Akroum,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazareaa Jabal Akroum,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Bsharri_District,0,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Assaf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Assaf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Balda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Balda,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Bsharri_District,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Bani+Saab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Bani Saab,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,15
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Bani+Sakher,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Bani Sakher,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Beit+Ghattas,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Beit Ghattas,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Ech-Chouf,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Matn_District,0,0,0,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+El-Hdaira,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat El-Hdaira,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+El-Mathane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat El-Mathane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Es-Dahr,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Es-Dahr,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Et-Teffah,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Et-Teffah,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Ez-Zalloutiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Ez-Zalloutiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1,0,0,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Harkish,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Harkish,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Hokka,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Hokka,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Mechref,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Mechref,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,1,0,1,1,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Nahr+Zgharta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Nahr Zgharta,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Swaidan,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mazraat Swaidan,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+Yachouaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat Yachouaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mazraat+beit+Mchaik,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mazraat beit Mchaik,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mchaneh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mchaneh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mcherfeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mcherfeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Matn_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mchikha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mchikha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,0,0,1,20,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mdoukha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mdoukha,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mechref,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Mechref,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Mehmarch,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Mehmarch,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
